,Log_Key,Level,Feature,Structure,Information,Wording
2012,org.apache.cassandra.hadoop.cql3.CqlRecordWriter.closeSession233,warn,"['<level>', 'warn', '</level>', '<message>', 'Error', 'closing', 'connection', '</message>']",1,0,1
176,org.apache.cassandra.hints.HintsReader.readHint251,warn,"['<level>', 'warn', '</level>', '<message>', 'Failed', 'to', 'read', 'a', 'hint', 'for', '{}:', '{}', '-', 'digest', 'mismatch', 'for', 'hint', 'at', 'position', '{}', 'in', 'file', '{}', '</message>']",1,1,1
574,org.apache.cassandra.hints.HintVerbHandler.doVerb73,warn,"['<level>', 'warn', '</level>', '<message>', 'Failed', 'to', 'validate', 'a', 'hint', 'for', '{}:', '{}', '-', 'skipped', '</message>']",1,1,1
1874,org.apache.cassandra.io.sstable.format.SSTableReader.mergeCardinalities351,warn,"['<level>', 'warn', '</level>', '<message>', 'Could', 'not', 'merge', 'cardinalities', '</message>']",1,1,1
1876,org.apache.cassandra.io.util.FileUtils.close272,warn,"['<level>', 'warn', '</level>', '<message>', 'Failed', 'closing', 'stream', '{}', '</message>']",1,1,1
2013,org.apache.cassandra.io.util.FileUtils.closeQuietly237,warn,"['<level>', 'warn', '</level>', '<message>', 'Failed', 'closing', '{}', '</message>']",1,0,1
2176,org.apache.cassandra.locator.AbstractReplicationStrategy.createReplicationStrategy274,warn,"['<level>', 'warn', '</level>', '<message>', 'Ignoring', '{}', '</message>']",1,0,1
1877,org.apache.cassandra.locator.SnitchProperties.SnitchProperties54,warn,"['<level>', 'warn', '</level>', '<message>', 'Unable', 'to', 'read', '{}', '</message>']",1,1,1
755,org.apache.cassandra.net.OutboundTcpConnection.connect452,warn,"['<level>', 'warn', '</level>', '<message>', 'Failed', 'to', 'set', 'send', 'buffer', 'size', 'on', 'internode', 'socket.', '</message>']",1,1,1
416,org.apache.cassandra.schema.CompactionParams.validate155,warn,"['<level>', 'warn', '</level>', '<message>', 'Compaction', 'strategy', '{}', 'does', 'not', 'have', 'a', 'static', 'validateOptions', 'method.', 'Validation', 'ignored', '</message>']",1,1,1
577,org.apache.cassandra.security.SSLFactory.filterCipherSuites221,warn,"['<level>', 'warn', '</level>', '<message>', 'Filtering', 'out', '{}', 'as', 'it', ""isn't"", 'supported', 'by', 'the', 'socket', '</message>']",1,1,1
1303,org.apache.cassandra.service.CassandraDaemon.setup308,warn,"['<level>', 'warn', '</level>', '<message>', 'Error', 'loading', 'key', 'or', 'row', 'cache', '</message>']",1,1,1
759,org.apache.cassandra.service.CassandraDaemon.setup370,warn,"['<level>', 'warn', '</level>', '<message>', 'Failed', 'to', 'load', 'metrics-reporter-config,', 'file', 'does', 'not', 'exist:', '{}', '</message>']",1,1,1
760,org.apache.cassandra.service.MigrationTask.runMayThrow67,warn,"['<level>', 'warn', '</level>', '<message>', ""Can't"", 'send', 'schema', 'pull', 'request:', 'node', '{}', 'is', 'down.', '</message>']",1,1,1
198,org.apache.cassandra.service.StartupChecks.execute204,warn,"['<level>', 'warn', '</level>', '<message>', 'Non-Oracle', 'JVM', 'detected.', 'Some', 'features,', 'such', 'as', 'immediate', 'unmap', 'of', 'compacted', 'SSTables,', 'may', 'not', 'work', 'as', 'intended', '</message>']",1,1,1
2016,org.apache.cassandra.service.StorageService.bootstrap1548,warn,"['<level>', 'warn', '</level>', '<message>', 'Error', 'during', 'bootstrap.', '</message>']",1,0,1
1299,org.apache.cassandra.service.StorageService.forceRemoveCompletion4349,warn,"['<level>', 'warn', '</level>', '<message>', 'Removal', 'not', 'confirmed', 'for', 'for', '{}', '</message>']",1,1,0
764,org.apache.cassandra.service.StorageService.forceRemoveCompletion4361,warn,"['<level>', 'warn', '</level>', '<message>', 'No', 'nodes', 'to', 'force', 'removal', 'on,', 'call', ""'removenode'"", 'first', '</message>']",1,1,1
765,org.apache.cassandra.service.StorageService.getPreferredHintsStreamTarget4091,warn,"['<level>', 'warn', '</level>', '<message>', 'Unable', 'to', 'stream', 'hints', 'since', 'no', 'live', 'endpoints', 'seen', '</message>']",1,1,1
178,org.apache.cassandra.service.StorageService.joinTokenRing1029,warn,"['<level>', 'warn', '</level>', '<message>', 'Some', 'data', 'streaming', 'failed.', 'Use', 'nodetool', 'to', 'check', 'bootstrap', 'state', 'and', 'resume.', 'For', 'more,', 'see', '`nodetool', 'help', 'bootstrap`.', '{}', '</message>']",1,1,1
179,org.apache.cassandra.service.StorageService.joinTokenRing1037,warn,"['<level>', 'warn', '</level>', '<message>', 'Some', 'data', 'streaming', 'failed.', 'Use', 'nodetool', 'to', 'check', 'bootstrap', 'state', 'and', 'resume.', 'For', 'more,', 'see', '`nodetool', 'help', 'bootstrap`.', '{}', '</message>']",1,1,1
735,org.apache.cassandra.service.StorageService.prepareToJoin785,warn,"['<level>', 'warn', '</level>', '<message>', 'This', 'node', 'was', 'decommissioned,', 'but', 'overriding', 'by', 'operator', 'request.', '</message>']",1,1,1
17,org.apache.cassandra.service.StorageService.prepareToJoin814,warn,"['<level>', 'warn', '</level>', '<message>', 'Writes', 'will', 'not', 'be', 'forwarded', 'to', 'this', 'node', 'during', 'replacement', 'because', 'it', 'has', 'the', 'same', 'address', 'as', 'the', 'node', 'to', 'be', 'replaced', '({}).', 'If', 'the', 'previous', 'node', 'has', 'been', 'down', 'for', 'longer', 'than', 'max_hint_window_in_ms,', 'repair', 'must', 'be', 'run', 'after', 'the', 'replacement', 'process', 'in', 'order', 'to', 'make', 'this', 'node', 'consistent.', '</message>']",1,1,1
737,org.apache.cassandra.service.StorageService.removeNode4395,warn,"['<level>', 'warn', '</level>', '<message>', 'Node', '{}', 'is', 'already', 'being', 'removed,', 'continuing', 'removal', 'anyway', '</message>']",1,1,1
374,org.apache.cassandra.service.StorageService.removeNode4418,warn,"['<level>', 'warn', '</level>', '<message>', 'Endpoint', '{}', 'is', 'down', 'and', 'will', 'not', 'receive', 'data', 'for', 're-replication', 'of', '{}', '</message>']",1,1,1
1266,org.apache.cassandra.service.StorageService.restoreReplicaCount2746,warn,"['<level>', 'warn', '</level>', '<message>', 'Streaming', 'to', 'restore', 'replica', 'count', 'failed', '</message>']",1,1,1
766,org.apache.cassandra.thrift.TCustomNonblockingServerSocket.acceptImpl70,warn,"['<level>', 'warn', '</level>', '<message>', 'Failed', 'to', 'set', 'send', 'buffer', 'size', 'on', 'Thrift', 'socket.', '</message>']",1,1,1
767,org.apache.cassandra.thrift.TCustomNonblockingServerSocket.acceptImpl82,warn,"['<level>', 'warn', '</level>', '<message>', 'Failed', 'to', 'set', 'receive', 'buffer', 'size', 'on', 'Thrift', 'socket.', '</message>']",1,1,1
717,org.apache.cassandra.thrift.TCustomServerSocket.acceptImpl129,warn,"['<level>', 'warn', '</level>', '<message>', 'Failed', 'to', 'set', 'send', 'buffer', 'size', 'on', 'Thrift', 'socket.', '</message>']",1,1,1
727,org.apache.cassandra.thrift.TCustomServerSocket.acceptImpl141,warn,"['<level>', 'warn', '</level>', '<message>', 'Failed', 'to', 'set', 'receive', 'buffer', 'size', 'on', 'Thrift', 'socket.', '</message>']",1,1,1
1588,org.apache.cassandra.thrift.TCustomServerSocket.close176,warn,"['<level>', 'warn', '</level>', '<message>', 'Could', 'not', 'close', 'server', 'socket.', '</message>']",1,1,1
1881,org.apache.cassandra.thrift.TCustomSocket.TCustomSocket80,warn,"['<level>', 'warn', '</level>', '<message>', 'Could', 'not', 'configure', 'socket.', '</message>']",1,1,1
580,org.apache.cassandra.tracing.TraceStateImpl.executeMutation115,warn,"['<level>', 'warn', '</level>', '<message>', 'Failed', 'to', 'insert', 'pending', 'future,', 'tracing', 'synchronization', 'may', 'not', 'work', '</message>']",1,1,1
581,org.apache.cassandra.utils.FBUtilities.cassandraTriggerDir323,warn,"['<level>', 'warn', '</level>', '<message>', 'Trigger', 'directory', ""doesn't"", 'exist,', 'please', 'create', 'it', 'and', 'try', 'again.', '</message>']",1,1,1
1887,org.apache.cassandra.utils.FBUtilities.getReleaseVersionString344,warn,"['<level>', 'warn', '</level>', '<message>', 'Unable', 'to', 'load', 'version.properties', '</message>']",1,1,1
30,org.apache.cassandra.utils.logging.LoggingSupportFactory.getLoggingSupport36,warn,"['<level>', 'warn', '</level>', '<message>', 'You', 'are', 'using', 'Cassandra', 'with', 'an', 'unsupported', 'deployment.', 'The', 'intended', 'logging', 'implementation', 'library', 'logback', 'is', 'not', 'used', 'by', 'slf4j.', 'Detected', 'slf4j', 'logger', 'factory:', '{}.', 'You', 'will', 'not', 'be', 'able', 'to', 'dynamically', 'manage', 'log', 'levels', 'via', 'JMX', 'and', 'may', 'have', 'performance', 'or', 'other', 'issues.', '</message>']",1,0,1
2415,org.apache.cassandra.utils.OutputHandler.warn52,warn,"['<level>', 'warn', '</level>', '<message>', ' ', '</message>']",0,0,0
2416,org.apache.cassandra.utils.OutputHandler.warn57,warn,"['<level>', 'warn', '</level>', '<message>', ' ', '</message>']",0,0,0
583,org.apache.cassandra.utils.SigarLibrary.hasAcceptableAddressSpace132,warn,"['<level>', 'warn', '</level>', '<message>', 'Could', 'not', 'determine', 'if', 'VirtualMemoryMax', 'was', 'acceptable.', 'Error', 'message:', '{}', '</message>']",1,1,1
2108,org.apache.felix.webconsole.internal.servlet.JaasSecurityProvider.authenticate236,warn,"['<level>', 'warn', '</level>', '<message>', 'Error', 'during', 'authentication', '</message>']",1,1,1
2285,org.apache.felix.webconsole.internal.servlet.JaasSecurityProvider.doAuthenticate145,warn,"['<level>', 'warn', '</level>', '<message>', 'Account', 'failure', '</message>']",1,0,1
167,org.apache.flink.api.common.io.BinaryInputFormat.createInputSplits134,warn,"['<level>', 'warn', '</level>', '<message>', 'With', 'the', 'given', 'block', 'size', '%d,', 'the', 'files', '%s', 'cannot', 'be', 'split', 'into', '%d', 'blocks.', 'Filling', 'up', 'with', 'empty', 'splits...', '</message>']",1,1,1
850,org.apache.flink.api.java.hadoop.mapred.HadoopInputFormatBase.getStatistics133,warn,"['<level>', 'warn', '</level>', '<message>', 'Could', 'not', 'determine', 'statistics', 'due', 'to', 'an', 'io', 'error:', '</message>']",1,1,1
168,org.apache.flink.api.java.typeutils.TypeExtractor.privateGetForObject2026,warn,"['<level>', 'warn', '</level>', '<message>', 'Cannot', 'extract', 'type', 'of', 'Row', 'field,', 'because', 'of', 'Row', 'field[', '|', ']', 'is', 'null.', '|', 'Should', 'define', 'RowTypeInfo', 'explicitly.', '</message>']",1,1,1
849,org.apache.flink.configuration.Configuration.convertToDouble942,warn,"['<level>', 'warn', '</level>', '<message>', 'Configuration', 'cannot', 'evaluate', 'value', '{}', 'as', 'a', 'double', 'value', '</message>']",1,1,1
848,org.apache.flink.configuration.Configuration.convertToFloat924,warn,"['<level>', 'warn', '</level>', '<message>', 'Configuration', 'cannot', 'evaluate', 'value', '{}', 'as', 'a', 'float', 'value', '</message>']",1,1,1
847,org.apache.flink.configuration.Configuration.convertToInt871,warn,"['<level>', 'warn', '</level>', '<message>', 'Configuration', 'cannot', 'evaluate', 'value', '{}', 'as', 'an', 'integer', 'number', '</message>']",1,1,1
1853,org.apache.flink.contrib.streaming.state.restore.RocksDBIncrementalRestoreOperation.cleanUpPathQuietly248,warn,"['<level>', 'warn', '</level>', '<message>', 'Failed', 'to', 'clean', 'up', 'path', '</message>']",1,1,1
1852,org.apache.flink.contrib.streaming.state.RocksDBMapState.clear262,warn,"['<level>', 'warn', '</level>', '<message>', 'Error', 'while', 'cleaning', 'the', 'state.', '</message>']",1,1,1
261,org.apache.flink.dropwizard.ScheduledDropwizardReporter.notifyOfAddedMetric155,warn,"['<level>', 'warn', '</level>', '<message>', 'Cannot', 'add', 'metric', 'of', 'type', '{}.', 'This', 'indicates', 'that', 'the', 'reporter', 'does', 'not', 'support', 'this', 'metric', 'type.', '</message>']",1,1,1
173,org.apache.flink.fs.openstackhadoop.SwiftFileSystemFactory.create98,warn,"['<level>', 'warn', '</level>', '<message>', 'The', 'factory', 'has', 'not', 'been', 'configured', 'prior', 'to', 'loading', 'the', 'Swift', 'native', 'file', 'system.', 'Using', 'Hadoop', 'configuration', 'from', 'the', 'classpath.', '</message>']",1,1,1
2694,org.apache.flink.fs.s3.common.writer.S3Committer.commitAfterRecovery97,warn,"['<level>', 'warn', '</level>', '<message>', ' ', '</message>']",0,0,0
259,org.apache.flink.metrics.datadog.DatadogHttpReporter.notifyOfAddedMetric84,warn,"['<level>', 'warn', '</level>', '<message>', 'Cannot', 'add', 'unknown', 'metric', 'type', '{}.', 'This', 'indicates', 'that', 'the', 'reporter', 'does', 'not', 'support', 'this', 'metric', 'type.', '</message>']",1,1,1
260,org.apache.flink.metrics.datadog.DatadogHttpReporter.notifyOfRemovedMetric100,warn,"['<level>', 'warn', '</level>', '<message>', 'Cannot', 'remove', 'unknown', 'metric', 'type', '{}.', 'This', 'indicates', 'that', 'the', 'reporter', 'does', 'not', 'support', 'this', 'metric', 'type.', '</message>']",1,1,1
169,org.apache.flink.metrics.prometheus.AbstractPrometheusReporter.createCollector149,warn,"['<level>', 'warn', '</level>', '<message>', 'Cannot', 'create', 'collector', 'for', 'unknown', 'metric', 'type:', '{}.', 'This', 'indicates', 'that', 'the', 'metric', 'type', 'is', 'not', 'supported', 'by', 'this', 'reporter.', '</message>']",1,1,1
219,org.apache.flink.metrics.prometheus.AbstractPrometheusReporter.removeMetric181,warn,"['<level>', 'warn', '</level>', '<message>', 'Cannot', 'remove', 'unknown', 'metric', 'type:', '{}.', 'This', 'indicates', 'that', 'the', 'metric', 'type', 'is', 'not', 'supported', 'by', 'this', 'reporter.', '</message>']",1,1,1
257,org.apache.flink.metrics.reporter.AbstractReporter.notifyOfAddedMetric60,warn,"['<level>', 'warn', '</level>', '<message>', 'Cannot', 'add', 'unknown', 'metric', 'type', '{}.', 'This', 'indicates', 'that', 'the', 'reporter', 'does', 'not', 'support', 'this', 'metric', 'type.', '</message>']",1,1,1
258,org.apache.flink.metrics.reporter.AbstractReporter.notifyOfRemovedMetric78,warn,"['<level>', 'warn', '</level>', '<message>', 'Cannot', 'remove', 'unknown', 'metric', 'type', '{}.', 'This', 'indicates', 'that', 'the', 'reporter', 'does', 'not', 'support', 'this', 'metric', 'type.', '</message>']",1,1,1
117,org.apache.flink.optimizer.traversals.GraphCreatingVisitor.preVisit254,warn,"['<level>', 'warn', '</level>', '<message>', 'The', 'parallelism', 'of', 'nested', 'dataflows', '(such', 'as', 'step', 'functions', 'in', 'iterations)', 'is', 'currently', 'fixed', 'to', 'the', 'parallelism', 'of', 'the', 'surrounding', 'operator', '(the', 'iteration).', '</message>']",1,1,1
1534,org.apache.flink.runtime.accumulators.AccumulatorRegistry.getSnapshot59,warn,"['<level>', 'warn', '</level>', '<message>', 'Failed', 'to', 'serialize', 'accumulators', 'for', 'task.', '</message>']",1,1,1
708,org.apache.flink.runtime.blob.BlobServer.putBuffer586,warn,"['<level>', 'warn', '</level>', '<message>', 'Could', 'not', 'delete', 'the', 'staging', 'file', '{}', 'for', 'job', '{}.', '</message>']",1,1,1
108,org.apache.flink.runtime.blob.BlobUtils.moveTempFileToStore447,warn,"['<level>', 'warn', '</level>', '<message>', 'File', 'upload', 'for', 'an', 'existing', 'file', 'with', 'key', '{}', 'for', 'job', '{}.', 'This', 'may', 'indicate', 'a', 'duplicate', 'upload', 'or', 'a', 'hash', 'collision.', 'Ignoring', 'newest', 'upload.', '</message>']",1,1,1
1207,org.apache.flink.runtime.blob.BlobUtils.moveTempFileToStore454,warn,"['<level>', 'warn', '</level>', '<message>', 'Could', 'not', 'delete', 'the', 'storage', 'file', '{}.', '</message>']",1,1,1
1209,org.apache.flink.runtime.checkpoint.CheckpointCoordinator.completePendingCheckpoint883,warn,"['<level>', 'warn', '</level>', '<message>', 'Could', 'not', 'properly', 'discard', 'completed', 'checkpoint', '{}.', '</message>']",1,1,1
287,org.apache.flink.runtime.checkpoint.CheckpointCoordinator.discardSubtaskState1400,warn,"['<level>', 'warn', '</level>', '<message>', 'Could', 'not', 'properly', 'discard', 'state', 'object', 'of', 'checkpoint', '{}', 'belonging', 'to', 'task', '{}', 'of', 'job', '{}.', '</message>']",1,1,1
1208,org.apache.flink.runtime.checkpoint.CheckpointCoordinator.triggerCheckpoint673,warn,"['<level>', 'warn', '</level>', '<message>', 'Cannot', 'dispose', 'failed', 'checkpoint', 'storage', 'location', '{}', '</message>']",1,1,1
220,org.apache.flink.runtime.checkpoint.ZooKeeperCompletedCheckpointStore.pathToCheckpointId326,warn,"['<level>', 'warn', '</level>', '<message>', 'Could', 'not', 'parse', 'checkpoint', 'id', 'from', '{}.', 'This', 'indicates', 'that', 'the', 'checkpoint', 'id', 'to', 'path', 'conversion', 'has', 'changed.', '</message>']",1,1,1
290,org.apache.flink.runtime.executiongraph.ExecutionGraph.allVerticesInTerminalState1417,warn,"['<level>', 'warn', '</level>', '<message>', 'Job', 'has', 'entered', 'globally', 'terminal', 'state', 'without', 'waiting', 'for', 'all', 'job', 'vertices', 'to', 'reach', 'final', 'state.', '</message>']",1,1,1
403,org.apache.flink.runtime.executiongraph.ExecutionGraphBuilder.buildGraph257,warn,"['<level>', 'warn', '</level>', '<message>', 'The', 'setting', 'for', ""'{}"", ':', ""{}'"", 'is', 'invalid.', 'Using', 'default', 'value', 'of', '{}', '</message>']",1,1,1
132,org.apache.flink.runtime.executiongraph.failover.RestartPipelinedRegionStrategy.makeAllOneRegion206,warn,"['<level>', 'warn', '</level>', '<message>', 'Cannot', 'decompose', 'ExecutionGraph', 'into', 'individual', 'failover', 'regions', 'due', 'to', 'use', 'of', 'Co-Location', 'constraints', '(iterations).', 'Job', 'will', 'fail', 'over', 'as', 'one', 'holistic', 'unit.', '</message>']",1,1,1
1223,org.apache.flink.runtime.executiongraph.restart.RestartStrategyFactory.createRestartStrategyFactory150,warn,"['<level>', 'warn', '</level>', '<message>', 'Could', 'not', 'find', 'restart', 'strategy', 'class', '{}.', '</message>']",1,1,1
1224,org.apache.flink.runtime.highavailability.nonha.embedded.EmbeddedLeaderService.run516,warn,"['<level>', 'warn', '</level>', '<message>', 'Error', 'notifying', 'leader', 'listener', 'about', 'new', 'leader', '</message>']",1,1,1
1226,org.apache.flink.runtime.io.disk.iomanager.IOManager.deleteChannel101,warn,"['<level>', 'warn', '</level>', '<message>', 'IOManager', 'failed', 'to', 'delete', 'temporary', 'file', '{}', '</message>']",1,1,1
1228,org.apache.flink.runtime.io.network.NettyShuffleEnvironment.close312,warn,"['<level>', 'warn', '</level>', '<message>', 'Cannot', 'shut', 'down', 'the', 'network', 'connection', 'manager.', '</message>']",1,1,1
1229,org.apache.flink.runtime.io.network.NettyShuffleEnvironment.close321,warn,"['<level>', 'warn', '</level>', '<message>', 'Cannot', 'shut', 'down', 'the', 'result', 'partition', 'manager.', '</message>']",1,1,1
1230,org.apache.flink.runtime.io.network.NettyShuffleEnvironment.close340,warn,"['<level>', 'warn', '</level>', '<message>', 'Cannot', 'close', 'the', 'file', 'channel', 'manager', 'properly.', '</message>']",1,1,1
1536,org.apache.flink.runtime.jobmaster.JobMaster.requestNextInputSplit394,warn,"['<level>', 'warn', '</level>', '<message>', 'Error', 'while', 'requesting', 'next', 'input', 'split', '</message>']",1,1,1
223,org.apache.flink.runtime.metrics.groups.AbstractMetricGroup.addMetric404,warn,"['<level>', 'warn', '</level>', '<message>', 'Name', 'collision:', 'Group', 'already', 'contains', 'a', 'Metric', 'with', 'the', 'name', ""'"", '|', ""'."", 'Metric', 'will', 'not', 'be', 'reported.', '</message>']",1,1,1
710,org.apache.flink.runtime.metrics.MetricRegistryImpl.getDelimiter229,warn,"['<level>', 'warn', '</level>', '<message>', 'Delimiter', 'for', 'reporter', 'index', '{}', 'not', 'found,', 'returning', 'global', 'delimiter.', '</message>']",1,1,1
1843,org.apache.flink.runtime.metrics.ReporterSetup.loadReporterFactories189,warn,"['<level>', 'warn', '</level>', '<message>', 'Error', 'while', 'loading', 'reporter', 'factory.', '</message>']",1,1,1
1844,org.apache.flink.runtime.metrics.util.MetricUtils.getValue242,warn,"['<level>', 'warn', '</level>', '<message>', 'Could', 'not', 'read', 'attribute', '{}.', '</message>']",1,1,1
712,org.apache.flink.runtime.net.ConnectionUtils.findAddressUsingStrategy228,warn,"['<level>', 'warn', '</level>', '<message>', 'Could', 'not', 'resolve', 'local', 'hostname', 'to', 'an', 'IP', 'address:', '{}', '</message>']",1,1,1
1551,org.apache.flink.runtime.resourcemanager.ResourceManager.deregisterApplication504,warn,"['<level>', 'warn', '</level>', '<message>', 'Could', 'not', 'properly', 'shutdown', 'the', 'application.', '</message>']",1,1,1
999,org.apache.flink.runtime.resourcemanager.slotmanager.SlotManagerConfiguration.getSlotRequestTimeout98,warn,"['<level>', 'warn', '</level>', '<message>', 'Config', 'key', '{}', 'is', 'deprecated;', 'use', '{}', 'instead.', '</message>']",1,1,1
2681,org.apache.flink.runtime.rest.FileUploadHandler.handleError174,warn,"['<level>', 'warn', '</level>', '<message>', ' ', '</message>']",0,0,0
1578,org.apache.flink.runtime.security.SecurityUtils.uninstall109,warn,"['<level>', 'warn', '</level>', '<message>', 'unable', 'to', 'uninstall', 'a', 'security', 'module', '</message>']",1,1,0
1000,org.apache.flink.runtime.state.filesystem.FileBasedStateOutputStream.closeAndGetHandle141,warn,"['<level>', 'warn', '</level>', '<message>', 'Could', 'not', 'delete', 'the', 'checkpoint', 'stream', 'file', '{}.', '</message>']",1,1,1
855,org.apache.flink.runtime.state.filesystem.FsCheckpointStreamFactory.close284,warn,"['<level>', 'warn', '</level>', '<message>', 'Cannot', 'delete', 'closed', 'and', 'discarded', 'state', 'stream', 'for', '{}.', '</message>']",1,1,1
228,org.apache.flink.runtime.taskmanager.Task.run1499,warn,"['<level>', 'warn', '</level>', '<message>', 'Task', ""'{}'"", 'did', 'not', 'react', 'to', 'cancelling', 'signal', 'for', '{}', 'seconds,', 'but', 'is', 'stuck', 'in', 'method:', '{}', '</message>']",1,1,1
84,org.apache.flink.runtime.taskmanager.TaskManagerLocation.getHostName202,warn,"['<level>', 'warn', '</level>', '<message>', 'No', 'hostname', 'could', 'be', 'resolved', 'for', 'the', 'IP', 'address', '{},', 'using', 'IP', 'address', 'as', 'host', 'name.', 'Local', 'input', 'split', 'assignment', '(such', 'as', 'for', 'HDFS', 'files)', 'may', 'be', 'impacted.', '</message>']",1,1,1
1854,org.apache.flink.streaming.api.functions.source.ContinuousFileMonitoringFunction.listEligibleFiles303,warn,"['<level>', 'warn', '</level>', '<message>', 'Path', 'does', 'not', 'exist:', '{}', '</message>']",1,1,1
1008,org.apache.flink.streaming.api.functions.source.ContinuousFileReaderOperator.dispose180,warn,"['<level>', 'warn', '</level>', '<message>', 'The', 'reader', 'is', 'stuck', 'in', 'method:', '{}', '</message>']",1,1,1
229,org.apache.flink.streaming.api.operators.AbstractStreamOperator.snapshotState472,warn,"['<level>', 'warn', '</level>', '<message>', 'Could', 'not', 'close', 'raw', 'keyed', 'operator', 'state', 'stream', 'for', '{}.', 'This', 'might', 'have', 'prevented', 'deleting', 'some', 'state', 'data.', '</message>']",1,1,1
1529,org.apache.flink.streaming.connectors.kafka.FlinkKafkaProducer.FlinkKafkaProducer649,warn,"['<level>', 'warn', '</level>', '<message>', 'Overwriting', 'the', ""'{}'"", 'is', 'not', 'recommendedkey.serializer', '</message>']",1,1,1
1530,org.apache.flink.streaming.connectors.kafka.FlinkKafkaProducer.FlinkKafkaProducer655,warn,"['<level>', 'warn', '</level>', '<message>', 'Overwriting', 'the', ""'{}'"", 'is', 'not', 'recommendedvalue.serializer', '</message>']",1,1,1
448,org.apache.flink.streaming.connectors.kafka.FlinkKafkaProducerBase.open247,warn,"['<level>', 'warn', '</level>', '<message>', 'Flushing', 'on', 'checkpoint', 'is', 'enabled,', 'but', 'checkpointing', 'is', 'not', 'enabled.', 'Disabling', 'flushing.', '</message>']",1,1,1
278,org.apache.flink.streaming.connectors.kafka.internals.Kafka08Fetcher.runFetchLoop158,warn,"['<level>', 'warn', '</level>', '<message>', 'No', 'group', 'offset', 'can', 'be', 'found', 'for', 'partition', '{}', 'in', 'Zookeeper;', 'resetting', 'starting', 'offset', 'to', ""'auto.offset.reset'"", '</message>']",1,1,1
530,org.apache.flink.streaming.connectors.kafka.internals.SimpleConsumerThread.run236,warn,"['<level>', 'warn', '</level>', '<message>', 'Unable', 'to', 'reach', 'broker', 'after', '{}', 'retries.', 'Returning', 'all', 'current', 'partitions', '</message>']",1,1,1
192,org.apache.flink.streaming.connectors.kinesis.FlinkKinesisProducer.enforceQueueLimit385,warn,"['<level>', 'warn', '</level>', '<message>', 'Waiting', 'for', 'the', 'queue', 'length', 'to', 'drop', 'below', 'the', 'limit', 'takes', 'unusually', 'long,', 'still', 'not', 'done', 'after', '{}', 'attempts.', '</message>']",1,1,1
1200,org.apache.flink.streaming.connectors.kinesis.FlinkKinesisProducer.open241,warn,"['<level>', 'warn', '</level>', '<message>', 'An', 'exception', 'occurred', 'while', 'processing', 'a', 'record', '</message>']",1,1,1
2695,org.apache.flink.table.client.cli.CliClient.printException603,warn,"['<level>', 'warn', '</level>', '<message>', ' ', '</message>']",0,0,0
44,org.apache.flink.table.runtime.operators.rank.UpdatableTopNFunction.initHeapStates225,warn,"['<level>', 'warn', '</level>', '<message>', 'Failed', 'to', 'build', 'sorted', 'map', 'from', 'state,', 'this', 'may', 'result', 'in', 'wrong', 'result.', 'The', 'sort', 'key', 'is', '{},', 'partition', 'key', 'is', '{},', 'treeMap', 'is', '{}.', 'The', 'expected', 'inner', 'rank', 'is', '{},', 'but', 'current', 'size', 'is', '{}.', '</message>']",1,1,1
1239,org.apache.flink.yarn.AbstractYarnClusterDescriptor.checkYarnQueues642,warn,"['<level>', 'warn', '</level>', '<message>', 'Error', 'while', 'getting', 'queue', 'information', 'from', 'YARN:', '</message>']",1,1,1
77,org.apache.flink.yarn.AbstractYarnClusterDescriptor.retrieve337,warn,"['<level>', 'warn', '</level>', '<message>', 'Neither', 'the', 'HADOOP_CONF_DIR', 'nor', 'the', 'YARN_CONF_DIR', 'environment', 'variable', 'is', 'set.The', 'Flink', 'YARN', 'Client', 'needs', 'one', 'of', 'these', 'to', 'be', 'set', 'to', 'properly', 'load', 'the', 'Hadoop', 'configuration', 'for', 'accessing', 'YARN.', '</message>']",1,1,1
26,org.apache.flink.yarn.AbstractYarnClusterDescriptor.startAppMaster673,warn,"['<level>', 'warn', '</level>', '<message>', 'The', 'file', 'system', 'scheme', 'is', ""'"", '|', ""'."", 'This', 'indicates', 'that', 'the', '|', 'specified', 'Hadoop', 'configuration', 'path', 'is', 'wrong', 'and', 'the', 'system', 'is', 'using', 'the', 'default', 'Hadoop', 'configuration', 'values.', '|', 'The', 'Flink', 'YARN', 'client', 'needs', 'to', 'store', 'its', 'files', 'in', 'a', 'distributed', 'file', 'system', '</message>']",1,1,1
1243,org.apache.flink.yarn.cli.FlinkYarnSessionCli.deleteYarnPropertiesFile761,warn,"['<level>', 'warn', '</level>', '<message>', ""Couldn't"", 'delete', 'Yarn', 'properties', 'file', 'at', '{}', '</message>']",1,1,1
1244,org.apache.flink.yarn.cli.FlinkYarnSessionCli.deleteYarnPropertiesFile765,warn,"['<level>', 'warn', '</level>', '<message>', 'Exception', 'while', 'deleting', 'the', 'JobManager', 'address', 'file', '</message>']",1,1,1
