System,ID,Callsite,Line,Level,Log,Structural,Information,Wording
Zookeeper,244,org.apache.zookeeper.client.ZooKeeperSaslClient.createSaslToken,319,debug,java.lang.String(name)saslClient.evaluateChallenge(len={})-int(name)saslToken.length,x,x,x
Zookeeper,243,org.apache.zookeeper.client.ZooKeeperSaslClient.respondToServer,275,error,java.lang.String(name)SASL authentication failed using login context '{}'.-java.lang.String(name)this.getLoginContext()-javax.security.sasl.SaslException(name)e,o,o,o
Zookeeper,246,org.apache.zookeeper.client.ZooKeeperSaslClient.sendSaslPacket,348,debug,java.lang.String(name)ClientCnxn:sendSaslPacket:length={}-int(name)saslToken.length,x,x,x
Zookeeper,247,org.apache.zookeeper.client.ZooKeeperSaslClient.sendSaslPacket,363,debug,java.lang.String(name)ClientCnxn:sendSaslPacket:length={}-int(name)saslToken.length,x,x,x
Zookeeper,157,org.apache.zookeeper.ClientCnxn.disconnect,1446,warn,java.lang.String(name)Got interrupted while waiting for the sender thread to close-java.lang.InterruptedException(name)ex,o,o,o
Zookeeper,143,org.apache.zookeeper.ClientCnxn.logStartConnect,1121,info,java.lang.String(name)Opening socket connection to server {}.-java.net.InetSocketAddress(name)addr,o,o,o
Zookeeper,154,org.apache.zookeeper.ClientCnxn.onConnected,1377,error,java.lang.String(name)Read/write client got connected to read-only server,o,o,o
Zookeeper,150,org.apache.zookeeper.ClientCnxn.pingRwServer,1300,warn,java.lang.String(name)Exception while seeking for r/w server.-java.io.IOException(name)e,o,o,x
Zookeeper,140,org.apache.zookeeper.ClientCnxn.primeConnection,1043,debug,java.lang.String(name)Session establishment request sent on {}-java.net.SocketAddress(name)clientCnxnSocket.getRemoteSocketAddress(),o,o,o
Zookeeper,131,org.apache.zookeeper.ClientCnxn.processEvent,599,warn,java.lang.String(name)Somehow a null cb got to EventThread!,o,o,x
Zookeeper,137,org.apache.zookeeper.ClientCnxn.readResponse,899,debug,java.lang.String(name)Got {} for session id 0x{}-org.apache.zookeeper.WatchedEvent(name)we-java.lang.String(name)Long.toHexString(sessionId),o,o,o
Zookeeper,128,org.apache.zookeeper.ClientCnxn.run,552,error,java.lang.String(name)Event thread exiting due to interruption-java.lang.InterruptedException(name)e,o,o,o
Zookeeper,129,org.apache.zookeeper.ClientCnxn.run,555,info,java.lang.String(name)EventThread shut down for session: 0x{}-java.lang.String(name)Long.toHexString(getSessionId()),o,o,o
Zookeeper,199,org.apache.zookeeper.ClientCnxnSocket.readConnectResult,150,warn,java.lang.String(name)Connected to an old server; r-o mode will be unavailable,o,o,o
Zookeeper,195,org.apache.zookeeper.ClientCnxnSocketNetty.initSSL,454,info,java.lang.String(name)SSL handler added for channel: {}-io.netty.channel.Channel(name)pipeline.channel(),o,o,o
Zookeeper,205,org.apache.zookeeper.ClientCnxnSocketNIO.cleanup,193,debug,java.lang.String(name)Ignoring exception during shutdown input-java.io.IOException(name)e,o,o,o
Zookeeper,206,org.apache.zookeeper.ClientCnxnSocketNIO.cleanup,198,debug,java.lang.String(name)Ignoring exception during shutdown output-java.io.IOException(name)e,o,o,o
Zookeeper,207,org.apache.zookeeper.ClientCnxnSocketNIO.cleanup,203,debug,java.lang.String(name)Ignoring exception during socket close-java.io.IOException(name)e,o,o,o
Zookeeper,208,org.apache.zookeeper.ClientCnxnSocketNIO.cleanup,208,debug,java.lang.String(name)Ignoring exception during channel close-java.io.IOException(name)e,o,o,o
Zookeeper,212,org.apache.zookeeper.ClientCnxnSocketNIO.close,232,warn,java.lang.String(name)Ignoring exception during selector close-java.io.IOException(name)e,o,o,o
Zookeeper,213,org.apache.zookeeper.ClientCnxnSocketNIO.connect,270,error,java.lang.String(name)Unable to open socket to {}-java.net.InetSocketAddress(name)addr,o,o,o
Zookeeper,259,org.apache.zookeeper.common.AtomicFileOutputStream.abort,120,warn,java.lang.String(name)Unable to delete tmp file during abort {}-java.io.File(name)tmpFile,o,o,o
Zookeeper,258,org.apache.zookeeper.common.AtomicFileOutputStream.abort,116,warn,java.lang.String(name)Unable to abort file {}-java.io.File(name)tmpFile-java.io.IOException(name)ioe,o,o,o
Zookeeper,257,org.apache.zookeeper.common.AtomicFileOutputStream.close,102,warn,java.lang.String(name)Unable to delete tmp file {}-java.io.File(name)tmpFile,o,o,o
Zookeeper,277,org.apache.zookeeper.common.NettyUtils.getClientReachableLocalInetAddressCount,147,debug,java.lang.String(name)Detected {} local network addresses: {}-int(name)validInetAddresses.size()-java.util.Set<InetAddress>(name)validInetAddresses,o,o,o
Zookeeper,271,org.apache.zookeeper.common.PathTrie.deletePath,250,debug,java.lang.String(name){}-org.apache.zookeeper.common.TrieNode(name)parent,x,x,x
Zookeeper,272,org.apache.zookeeper.common.PathTrie.existsNode,284,debug,java.lang.String(name){}-org.apache.zookeeper.common.TrieNode(name)parent,x,x,x
Zookeeper,273,org.apache.zookeeper.common.PathTrie.findMaxPrefix,311,debug,java.lang.String(name){}-java.lang.String(name)element,x,x,x
Zookeeper,253,org.apache.zookeeper.common.SSLContextAndOptions.getHandshakeDetectionTimeoutMillis,201,warn,"java.lang.String(name)Invalid value for {}: {}, using the default value of {}-java.lang.String(name)x509Util.getSslHandshakeDetectionTimeoutMillisProperty()-int(name)result-int(name)5000",o,o,o
Zookeeper,262,org.apache.zookeeper.common.X509Util.createSSLContextAndOptions,309,debug,java.lang.String(name)Loading SSLContext supplier from property '{}'-java.lang.String(name)sslContextSupplierClassProperty,o,o,o
Zookeeper,267,org.apache.zookeeper.common.X509Util.getDefaultCipherSuitesForJavaVersion,547,debug,"java.lang.String(name)Could not parse java version {}, using Java8 optimized cipher suites-java.lang.String(name)javaVersion",o,o,o
Zookeeper,260,org.apache.zookeeper.common.X509Util.getSslHandshakeTimeoutMillis,297,error,java.lang.String(name)Error creating SSL context and options-org.apache.zookeeper.common.SSLContextException(name)e,o,o,o
Zookeeper,270,org.apache.zookeeper.common.X509Util.handleWatchEvent,641,debug,java.lang.String(name)Ignoring watch event and keeping previous default SSL context. Event kind: {} with context: {}-java.nio.file.Kind<>(name)event.kind()-(name)event.context(),o,o,o
Zookeeper,269,org.apache.zookeeper.common.X509Util.handleWatchEvent,631,debug,java.lang.String(name)Attempting to reset default SSL context after receiving watch event: {} with context: {}-java.nio.file.Kind<>(name)event.kind()-(name)event.context(),o,o,o
Zookeeper,281,org.apache.zookeeper.common.ZKConfig.setProperty,180,debug,java.lang.String(name)key {}'s value {} is replaced with new value {}-java.lang.String(name)key-java.lang.String(name)oldValue-java.lang.String(name)value,o,o,x
Zookeeper,254,org.apache.zookeeper.common.ZKTrustManager.performHostVerification,154,debug,java.lang.String(name)Failed to verify host address: {} attempting to verify host name with reverse dns lookup-java.lang.String(name)hostAddress-javax.net.ssl.SSLException(name)addressVerificationException,o,o,o
Zookeeper,255,org.apache.zookeeper.common.ZKTrustManager.performHostVerification,161,error,java.lang.String(name)Failed to verify host address: {}-java.lang.String(name)hostAddress-javax.net.ssl.SSLException(name)addressVerificationException,o,o,o
Zookeeper,256,org.apache.zookeeper.common.ZKTrustManager.performHostVerification,162,error,java.lang.String(name)Failed to verify hostname: {}-java.lang.String(name)hostName-javax.net.ssl.SSLException(name)hostnameVerificationException,o,o,o
Zookeeper,215,org.apache.zookeeper.CreateMode.fromFlag,137,error,java.lang.String(name)errMsg,x,x,x
Zookeeper,14,org.apache.zookeeper.graph.Log4JSource.size,129,trace,"java.lang.String(name)""saved pos () = "" + pos",o,x,x
Zookeeper,15,org.apache.zookeeper.graph.Log4JSource.size,153,trace,"java.lang.String(name)""size() = "" + count",x,x,x
Zookeeper,3,org.apache.zookeeper.graph.LogSkipList.findMarkBefore,89,trace,"java.lang.String(name)""return "" + last",x,x,x
Zookeeper,5,org.apache.zookeeper.graph.RandomAccessFileReader.RandomAccessFileReader,52,debug,"java.lang.String(name)""Opened file("" + f + "") coulds get FD""",o,o,x
Zookeeper,7,org.apache.zookeeper.graph.RandomAccessFileReader.read,116,trace,"java.lang.String(name)""read(buf, off="" + off + "", len=""+ len",x,x,x
Zookeeper,8,org.apache.zookeeper.graph.RandomAccessFileReader.read,130,trace,"java.lang.String(name)""tocopy="" + tocopy",x,x,x
Zookeeper,9,org.apache.zookeeper.graph.RandomAccessFileReader.read,142,trace,"java.lang.String(name)""read="" + read",x,x,x
Zookeeper,43,org.apache.zookeeper.inspector.gui.nodeviewer.NodeViewerACL.nodeSelectionChanged,99,error,"java.lang.String(name)""Error retrieving ACL Information for node: "" + NodeViewerACL.this.selectedNode-java.lang.InterruptedException(name)e",o,o,o
Zookeeper,41,org.apache.zookeeper.inspector.gui.nodeviewer.NodeViewerMetaData.nodeSelectionChanged,100,error,"java.lang.String(name)""Error retrieving meta data for node: "" + NodeViewerMetaData.this.selectedNode-java.lang.InterruptedException(name)e",o,o,o
Zookeeper,27,org.apache.zookeeper.inspector.gui.ZooInspectorAboutDialog.ZooInspectorAboutDialog,61,error,"java.lang.String(name)Error loading about.html, file may be corrupt-java.io.IOException(name)e",o,o,o
Zookeeper,28,org.apache.zookeeper.inspector.gui.ZooInspectorConnectionPropertiesDialog.ZooInspectorConnectionPropertiesDialog,177,error,java.lang.String(name)An Error occurred loading connection properties from file-java.io.IOException(name)ex,o,o,x
Zookeeper,37,org.apache.zookeeper.inspector.gui.ZooInspectorNodeViewersDialog.ZooInspectorNodeViewersDialog,351,error,java.lang.String(name)An error occurred while instaniating the node viewer. -java.lang.Exception(name)ex,o,o,o
Zookeeper,38,org.apache.zookeeper.inspector.gui.ZooInspectorNodeViewersDialog.ZooInspectorNodeViewersDialog,436,error,java.lang.String(name)Error saving node viewer configuration from file.-java.io.IOException(name)ex,o,o,o
Zookeeper,39,org.apache.zookeeper.inspector.gui.ZooInspectorNodeViewersDialog.ZooInspectorNodeViewersDialog,476,error,java.lang.String(name)Error loading node viewer configuration from file.-java.lang.Exception(name)ex,o,o,o
Zookeeper,36,org.apache.zookeeper.inspector.gui.ZooInspectorNodeViewersDialog.ZooInspectorNodeViewersDialog,172,error,"java.lang.String(name)""Error instantiating class: "" + data-java.lang.Exception(name)e",o,o,o
Zookeeper,58,org.apache.zookeeper.inspector.manager.ZooInspectorManagerImpl.deleteNode,539,error,"java.lang.String(name)""Error occurred deleting node: "" + nodePath-java.lang.Exception(name)e",o,o,o
Zookeeper,49,org.apache.zookeeper.inspector.manager.ZooInspectorManagerImpl.disconnect,207,error,java.lang.String(name)Error occurred while disconnecting from ZooKeeper server-java.lang.Exception(name)e,o,o,o
Zookeeper,51,org.apache.zookeeper.inspector.manager.ZooInspectorManagerImpl.getACLs,355,error,"java.lang.String(name)""Error occurred retrieving ACLs of node: "" + nodePath-java.lang.InterruptedException(name)e",o,o,o
Zookeeper,62,org.apache.zookeeper.inspector.manager.ZooInspectorManagerImpl.getDefaultNodeViewerConfiguration,851,warn,java.lang.String(name)List of default node viewers is empty,o,o,o
Zookeeper,56,org.apache.zookeeper.inspector.manager.ZooInspectorManagerImpl.getSessionMeta,480,error,java.lang.String(name)Error occurred retrieving session meta data.-java.lang.Exception(name)e,o,o,o
Zookeeper,297,org.apache.zookeeper.jmx.ManagedUtil.registerLog4jMBeans,111,error,java.lang.String(name)Problems while registering log4j jmx beans!-java.lang.Exception(name)e,o,o,o
Zookeeper,302,org.apache.zookeeper.jmx.MBeanRegistry.makeObjectName,218,warn,"java.lang.String(name)Invalid name ""{}"" for class {}-java.lang.StringBuilder(name)beanName-java.lang.Class<>(name)bean.getClass()",o,o,o
Zookeeper,298,org.apache.zookeeper.jmx.MBeanRegistry.register,110,warn,java.lang.String(name)Failed to register MBean {}-java.lang.String(name)bean.getName(),o,o,o
Zookeeper,300,org.apache.zookeeper.jmx.MBeanRegistry.unregister,153,warn,java.lang.String(name)Error during unregister of [{}]-java.lang.String(name)bean.getName()-javax.management.JMException(name)e,o,o,o
Zookeeper,183,org.apache.zookeeper.Login.getRefreshTime,335,info,java.lang.String(name)TGT expires: {}-java.lang.String(name)tgt.getEndTime().toString(),o,x,x
Zookeeper,169,org.apache.zookeeper.Login.Login,184,error,java.lang.String(name)next refresh: {} is later than expiry {}. This may indicate a clock skew problem. Check that this host and the KDC's hosts' clocks are in sync. Exiting refresh thread.-java.util.Date(name)nextRefreshDate-java.util.Date(name)expiryDate,o,o,x
Zookeeper,179,org.apache.zookeeper.Login.Login,267,error,java.lang.String(name)Failed to refresh TGT: refresh thread exiting now.-javax.security.auth.login.LoginException(name)le,o,o,x
Zookeeper,175,org.apache.zookeeper.Login.Login,230,error,"java.lang.String(name)Interrupted while renewing TGT, exiting Login thread",o,o,x
Zookeeper,178,org.apache.zookeeper.Login.Login,262,error,java.lang.String(name)Could not refresh TGT for principal: {}.-java.lang.String(name)principal-javax.security.auth.login.LoginException(name)le,o,o,x
Zookeeper,177,org.apache.zookeeper.Login.Login,258,error,java.lang.String(name)Interrupted during login retry after LoginException:-javax.security.auth.login.LoginException(name)le,o,o,o
Zookeeper,170,org.apache.zookeeper.Login.Login,195,info,java.lang.String(name)refreshing now because expiry is before next scheduled refresh time.,o,o,x
Zookeeper,168,org.apache.zookeeper.Login.Login,172,warn,java.lang.String(name)TGT refresh thread time adjusted from : {} to : {} since the former is sooner than the minimum refresh interval ({} seconds) from now.-java.util.Date(name)until-java.util.Date(name)newuntil-long(name)60,o,o,x
Zookeeper,176,org.apache.zookeeper.Login.Login,234,warn,java.lang.String(name)Could not renew TGT due to problem running shell command: '{} {}'. Exiting refresh thread.-java.lang.String(name)cmd-java.lang.String(name)kinitArgs-java.lang.Exception(name)e,x,o,x
Zookeeper,166,org.apache.zookeeper.Login.Login,141,warn,java.lang.String(name)No TGT found: will try again at {}-java.util.Date(name)nextRefreshDate,o,o,x
Zookeeper,180,org.apache.zookeeper.Login.shutdown,289,warn,java.lang.String(name)error while waiting for Login thread to shutdown.-java.lang.InterruptedException(name)e,o,o,x
Zookeeper,79,org.apache.zookeeper.metrics.prometheus.PrometheusMetricsProvider.add,285,error,java.lang.String(name)invalid delta {} for metric {}-long(name)delta-java.lang.String(name)name-java.lang.IllegalArgumentException(name)err,o,o,x
Zookeeper,75,org.apache.zookeeper.metrics.prometheus.PrometheusMetricsProvider.configure,74,info,"java.lang.String(name)Initializing metrics, configuration: {}-java.util.Properties(name)configuration",o,o,o
Zookeeper,78,org.apache.zookeeper.metrics.prometheus.PrometheusMetricsProvider.stop,123,error,java.lang.String(name)Cannot safely stop Jetty server-java.lang.Exception(name)err,o,o,o
Zookeeper,1218,org.apache.zookeeper.PortAssignment.setupPortRange,138,warn,java.lang.String(name)Error parsing threadid from {}.-java.lang.String(name)cmdLine-java.lang.NumberFormatException(name)e,o,o,x
Zookeeper,90,org.apache.zookeeper.recipes.leader.LeaderElectionSupport.becomeLeader,265,info,java.lang.String(name)Becoming leader with node: {}-java.lang.String(name)getLeaderOffer().getNodePath(),o,o,o
Zookeeper,88,org.apache.zookeeper.recipes.leader.LeaderElectionSupport.becomeReady,243,debug,java.lang.String(name)We're behind {} in line and they're alive. Keeping an eye on them.-java.lang.String(name)neighborLeaderOffer.getNodePath(),o,o,o
Zookeeper,89,org.apache.zookeeper.recipes.leader.LeaderElectionSupport.becomeReady,253,info,java.lang.String(name)We were behind {} but it looks like they died. Back to determination.-java.lang.String(name)neighborLeaderOffer.getNodePath(),o,o,o
Zookeeper,87,org.apache.zookeeper.recipes.leader.LeaderElectionSupport.becomeReady,230,info,java.lang.String(name){} not elected leader. Watching node: {}-java.lang.String(name)getLeaderOffer().getNodePath()-java.lang.String(name)neighborLeaderOffer.getNodePath(),o,o,o
Zookeeper,86,org.apache.zookeeper.recipes.leader.LeaderElectionSupport.determineElectionStatus,211,debug,java.lang.String(name)There are {} leader offers. I am {} in line.-int(name)leaderOffers.size()-int(name)i,o,x,x
Zookeeper,92,org.apache.zookeeper.recipes.leader.LeaderElectionSupport.process,331,debug,java.lang.String(name)Node {} deleted. Need to run through the election process.-java.lang.String(name)event.getPath(),o,o,o
Zookeeper,82,org.apache.zookeeper.recipes.leader.LeaderElectionSupport.start,123,info,java.lang.String(name)Starting leader election support,o,o,o
Zookeeper,83,org.apache.zookeeper.recipes.leader.LeaderElectionSupport.stop,151,info,java.lang.String(name)Stopping leader election support,o,o,o
Zookeeper,97,org.apache.zookeeper.recipes.lock.ProtocolSupport.retryOperation,134,debug,java.lang.String(name)Attempt {} failed with connection loss. Reconnecting...-int(name)i,o,o,o
Zookeeper,95,org.apache.zookeeper.recipes.lock.ZNodeName.ZNodeName,52,warn,java.lang.String(name)Array out of bounds for {}.-int(name)idx-java.lang.ArrayIndexOutOfBoundsException(name)e,o,o,o
Zookeeper,110,org.apache.zookeeper.recipes.queue.DistributedQueue.orderedChildren,82,warn,java.lang.String(name)Found child node with improper format : {}-java.lang.String(name)childName-java.lang.NumberFormatException(name)e,o,o,o
Zookeeper,109,org.apache.zookeeper.recipes.queue.DistributedQueue.orderedChildren,75,warn,java.lang.String(name)Found child node with improper name: {}-java.lang.String(name)childName,o,o,o
Zookeeper,63,org.apache.zookeeper.retry.ZooKeeperRetry.create,83,warn,java.lang.String(name)ZooKeeper connection lost. Trying to reconnect.,o,o,o
Zookeeper,126,org.apache.zookeeper.SaslClientCallbackHandler.handle,60,warn,"java.lang.String(name)Could not login: the {} is being asked for a password, but the ZooKeeper {} code does not currently support obtaining a password from the user. Make sure that the {} is configured to use a ticket cache (using the JAAS configuration setting 'useTicketCache=true)' and restart the {}. If you still get this message after that, the TGT in the ticket cache has expired and must be manually refreshed. To do so, first determine if you are using a password or a keytab. If the former, run kinit in a Unix shell in the environment of the user who is running this Zookeeper {} using the command 'kinit <princ>' (where <princ> is the name of the {}'s Kerberos principal). If the latter, do 'kinit -k -t <keytab> <princ>' (where <princ> is the name of the Kerberos principal, and <keytab> is the location of the keytab file). After manually refreshing your cache, restart this {}. If you continue to see this message after manually refreshing your cache, ensure that your KDC host's clock is in sync with this host's clock.-java.lang.String(name)entity-java.lang.String(name)entity-java.lang.String(name)entity-java.lang.String(name)entity-java.lang.String(name)entity-java.lang.String(name)entity-java.lang.String(name)entity",x,x,x
Zookeeper,629,org.apache.zookeeper.server.admin.JettyAdminServer.JettyAdminServer,128,info,java.lang.String(name)Successfully loaded private key from {}-java.lang.String(name)privateKeyPath,o,o,o
Zookeeper,630,org.apache.zookeeper.server.admin.JettyAdminServer.JettyAdminServer,129,info,java.lang.String(name)Successfully loaded certificate authority from {}-java.lang.String(name)certAuthPath,o,o,o
Zookeeper,639,org.apache.zookeeper.server.admin.UnifiedConnectionFactory.newConnection,76,warn,java.lang.String(name)Incoming connection has no data,o,o,o
Zookeeper,648,org.apache.zookeeper.server.auth.SaslServerCallbackHandler.handleAuthorizeCallback,119,info,java.lang.String(name)Successfully authenticated client: authenticationID={}; authorizationID={}.-java.lang.String(name)authenticationID-java.lang.String(name)authorizationID,o,o,o
Zookeeper,649,org.apache.zookeeper.server.auth.SaslServerCallbackHandler.handleAuthorizeCallback,135,info,java.lang.String(name)Setting authorizedID: {}-java.lang.StringBuilder(name)userNameBuilder,o,o,o
Zookeeper,646,org.apache.zookeeper.server.auth.SaslServerCallbackHandler.handlePasswordCallback,106,warn,java.lang.String(name)No password found for user: {}-java.lang.String(name)userName,o,o,o
Zookeeper,657,org.apache.zookeeper.server.auth.X509AuthenticationProvider.handleAuthentication,160,info,java.lang.String(name)Authenticated Id '{}' as super user-java.lang.String(name)clientId,o,o,o
Zookeeper,658,org.apache.zookeeper.server.auth.X509AuthenticationProvider.handleAuthentication,166,info,java.lang.String(name)Authenticated Id '{}' for Scheme '{}'-java.lang.String(name)authInfo.getId()-java.lang.String(name)authInfo.getScheme(),o,o,o
Zookeeper,618,org.apache.zookeeper.server.BlueThrottle.logWeighedThrottlingSetting,132,info,java.lang.String(name)Weighed connection throttling is enabled. But it will only be effective if connection throttling is enabled,o,o,o
Zookeeper,669,org.apache.zookeeper.server.command.FourLetterCommands.isEnabled,223,info,"java.lang.String(name)The list of known four letter word commands is : {}-java.util.List<Map<Integer,String>>(name)Arrays.asList(cmd2String)",o,o,o
Zookeeper,670,org.apache.zookeeper.server.command.FourLetterCommands.isEnabled,224,info,java.lang.String(name)The list of enabled four letter word commands is : {}-java.util.List<Set<String>>(name)Arrays.asList(whiteListedCommands),o,o,o
Zookeeper,358,org.apache.zookeeper.server.ConnectionBean.terminateSession,103,warn,java.lang.String(name)Unable to closeSession() for session: 0x{}-java.lang.String(name)getSessionId()-java.lang.Exception(name)e,o,o,o
Zookeeper,624,org.apache.zookeeper.server.ContainerManager.checkContainers,118,info,java.lang.String(name)Attempting to delete candidate container: {}-java.lang.String(name)containerPath,o,o,o
Zookeeper,623,org.apache.zookeeper.server.ContainerManager.start,86,error,java.lang.String(name)Error checking containers-java.lang.Throwable(name)e,o,o,o
Zookeeper,622,org.apache.zookeeper.server.ContainerManager.start,83,info,java.lang.String(name)interrupted,o,x,x
Zookeeper,575,org.apache.zookeeper.server.DataTree.deserializeZxidDigest,1698,warn,"java.lang.String(name)Got EOF exception while reading the digest, likely due to the reading an older snapshot.",o,o,x
Zookeeper,571,org.apache.zookeeper.server.DataTree.killSession,1155,warn,java.lang.String(name)Unexpected extra paths under session {} which are not in txn 0x{}-java.util.Set<String>(name)paths2DeleteLocal-java.lang.String(name)Long.toHexString(zxid),o,o,x
Zookeeper,566,org.apache.zookeeper.server.DataTree.processTxn,1044,debug,java.lang.String(name)Failed: {}:{}-org.apache.zookeeper.txn.TxnHeader(name)header-org.apache.jute.Record(name)txn-org.apache.zookeeper.KeeperException(name)e,o,x,o
Zookeeper,567,org.apache.zookeeper.server.DataTree.processTxn,1047,debug,java.lang.String(name)Failed: {}:{}-org.apache.zookeeper.txn.TxnHeader(name)header-org.apache.jute.Record(name)txn-java.io.IOException(name)e,o,x,o
Zookeeper,562,org.apache.zookeeper.server.DataTree.updateCountBytes,382,error,java.lang.String(name)Missing count node for stat {}-java.lang.String(name)statNode,o,o,o
Zookeeper,563,org.apache.zookeeper.server.DataTree.updateCountBytes,397,error,java.lang.String(name)Missing count node for quota {}-java.lang.String(name)quotaNode,o,o,o
Zookeeper,310,org.apache.zookeeper.server.FinalRequestProcessor.processRequest,186,debug,java.lang.String(name){}-org.apache.zookeeper.server.Request(name)request,x,x,x
Zookeeper,313,org.apache.zookeeper.server.FinalRequestProcessor.processRequest,572,error,java.lang.String(name)FIXMSG-java.io.IOException(name)e,x,x,x
Zookeeper,24,org.apache.zookeeper.server.jersey.resources.SessionsResource.createSession,107,error,java.lang.String(name)Failed while trying to create a new session-java.io.IOException(name)e,o,o,o
Zookeeper,23,org.apache.zookeeper.server.jersey.RestMain.start,80,error,"java.lang.String(name)""Unable to load keystore: "" + jks-java.net.URISyntaxException(name)e1",o,o,o
Zookeeper,20,org.apache.zookeeper.server.jersey.ZooKeeperService.close,159,error,java.lang.String(name)Interrupted while closing ZooKeeper connection.-java.lang.InterruptedException(name)e,o,o,o
Zookeeper,320,org.apache.zookeeper.server.NettyServerCnxn.close,112,debug,java.lang.String(name)close in progress for session id: 0x{}-java.lang.String(name)Long.toHexString(sessionId),o,o,x
Zookeeper,318,org.apache.zookeeper.server.NettyServerCnxn.close,97,debug,java.lang.String(name)close called for session id: 0x{}-java.lang.String(name)Long.toHexString(sessionId),o,o,x
Zookeeper,319,org.apache.zookeeper.server.NettyServerCnxn.close,108,debug,java.lang.String(name)cnxns size:{}-int(name)factory.cnxns.size(),o,o,x
Zookeeper,327,org.apache.zookeeper.server.NettyServerCnxn.processMessage,342,debug,java.lang.String(name)allocating queue,o,x,x
Zookeeper,329,org.apache.zookeeper.server.NettyServerCnxn.processMessage,350,debug,java.lang.String(name)not throttled,o,x,x
Zookeeper,335,org.apache.zookeeper.server.NettyServerCnxn.processQueuedBuffer,391,debug,java.lang.String(name)Processed queue - no bytes remaining,o,o,o
Zookeeper,337,org.apache.zookeeper.server.NettyServerCnxn.processQueuedBuffer,400,debug,java.lang.String(name)queue empty,o,o,x
Zookeeper,342,org.apache.zookeeper.server.NettyServerCnxn.receiveMessage,465,debug,java.lang.String(name)got conn req request from {}-java.net.InetSocketAddress(name)getRemoteSocketAddress(),o,x,x
Zookeeper,338,org.apache.zookeeper.server.NettyServerCnxn.receiveMessage,431,trace,java.lang.String(name)message readable {} bb len {} {}-int(name)message.readableBytes()-int(name)bb.remaining()-java.nio.ByteBuffer(name)bb,x,o,x
Zookeeper,607,org.apache.zookeeper.server.NettyServerCnxnFactory.closeAll,508,debug,java.lang.String(name)closeAll(),x,x,x
Zookeeper,606,org.apache.zookeeper.server.NettyServerCnxnFactory.initSSL,502,debug,java.lang.String(name)SSL handler added for channel: {}-io.netty.channel.Channel(name)p.channel(),o,o,o
Zookeeper,601,org.apache.zookeeper.server.NettyServerCnxnFactory.NettyServerCnxnFactory,435,info,java.lang.String(name){}={}-java.lang.String(name)zookeeper.client.portUnification-boolean(name)usePortUnification,x,x,x
Zookeeper,580,org.apache.zookeeper.server.NettyServerCnxnFactory.newNonSslHandler,166,debug,java.lang.String(name)creating plaintext handler for session {}-long(name)cnxn.getSessionId(),o,o,x
Zookeeper,579,org.apache.zookeeper.server.NettyServerCnxnFactory.newSslHandler,156,debug,java.lang.String(name)creating ssl handler for session {}-long(name)cnxn.getSessionId(),o,o,x
Zookeeper,588,org.apache.zookeeper.server.NettyServerCnxnFactory.userEventTriggered,252,debug,java.lang.String(name)Issued a read after queuedBuffer drained,o,o,o
Zookeeper,369,org.apache.zookeeper.server.NIOServerCnxn.checkFourLetterWord,496,debug,java.lang.String(name)Command {} is not executed because it is not in the whitelist.-java.lang.String(name)cmd,o,o,o
Zookeeper,362,org.apache.zookeeper.server.NIOServerCnxn.doIO,317,warn,java.lang.String(name)trying to do i/o on a null socket for session: 0x{}-java.lang.String(name)Long.toHexString(sessionId),o,o,x
Zookeeper,468,org.apache.zookeeper.server.NIOServerCnxnFactory.cleanupSelectionKey,148,debug,java.lang.String(name)ignoring exception during selectionkey cancel-java.lang.Exception(name)ex,o,o,x
Zookeeper,467,org.apache.zookeeper.server.NIOServerCnxnFactory.closeSelector,139,warn,java.lang.String(name)ignored exception during selector close.-java.io.IOException(name)e,o,o,x
Zookeeper,469,org.apache.zookeeper.server.NIOServerCnxnFactory.fastCloseSock,159,warn,"java.lang.String(name)Unable to set socket linger to 0, socket close may stall in CLOSE_WAIT-java.net.SocketException(name)e",o,o,o
Zookeeper,472,org.apache.zookeeper.server.NIOServerCnxnFactory.run,209,info,java.lang.String(name)accept thread exitted run method,o,o,x
Zookeeper,698,org.apache.zookeeper.server.persistence.FileSnap.deserialize,96,warn,java.lang.String(name)problem reading snap file {}-java.io.File(name)snap-java.io.IOException(name)e,o,o,x
Zookeeper,682,org.apache.zookeeper.server.persistence.FileTxnLog.createInputArchive,735,debug,java.lang.String(name)Created new input archive: {}-java.io.File(name)logFile,o,o,o
Zookeeper,690,org.apache.zookeeper.server.persistence.FileTxnSnapLog.fastForwardFromEdits,318,error,java.lang.String(name){}(highestZxid) > {}(next log) for type {}-long(name)highestZxid-long(name)hdr.getZxid()-int(name)hdr.getType(),x,x,x
Zookeeper,691,org.apache.zookeeper.server.persistence.FileTxnSnapLog.fastForwardFromEdits,344,info,java.lang.String(name){} txns loaded in {} ms-int(name)txnLoaded-long(name)loadTime,o,o,x
Zookeeper,686,org.apache.zookeeper.server.persistence.FileTxnSnapLog.restore,238,info,"java.lang.String(name)Initialize file found, an empty database will not block voting participation",o,o,o
Zookeeper,689,org.apache.zookeeper.server.persistence.FileTxnSnapLog.restore,279,warn,"java.lang.String(name)Highest txn zxid 0x{} is not covering the snapshot digest zxid 0x{}, which might lead to inconsistent state-java.lang.String(name)Long.toHexString(highestZxid)-java.lang.String(name)Long.toHexString(snapshotZxidDigest.getZxid())",o,o,x
